vote_2016,vote_2020,sex,race,household_income,education,state,age,vote_trump,vote_biden,not_sure,someone_else
"Did not vote, but was eligible",Someone else,male,other asian or pacific islander,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",TX,20,0,0,0,1
Was not eligible to vote,Joe Biden,female,white,"$125,000 to $149,999","Completed some graduate, but no degree",VA,41,0,1,0,0
Donald Trump,Donald Trump,female,white,"$45,000 to $49,999",Other post high school vocational training,CA,46,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"$15,000 to $19,999",Completed some high school,MI,32,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999",Completed some high school,MD,38,0,1,0,0
Donald Trump,Donald Trump,female,white,"$75,000 to $79,999",Masters degree,VA,35,1,0,0,0
Hillary Clinton,I am not sure/don't know,male,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",NJ,52,0,0,1,0
Donald Trump,Donald Trump,male,white,"$85,000 to $89,999",Other post high school vocational training,NY,37,1,0,0,0
Was not eligible to vote,Donald Trump,female,white,"Less than $14,999",Completed some high school,KY,27,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$80,000 to $84,999",Masters degree,NY,40,0,1,0,0
Donald Trump,Donald Trump,female,white,"$70,000 to $74,999",High school graduate,GA,62,1,0,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",VA,24,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$100,000 to $124,999",Masters degree,NY,40,0,1,0,0
Hillary Clinton,Joe Biden,female,other asian or pacific islander,"Less than $14,999","College Degree (such as B.A., B.S.)",CT,24,0,1,0,0
Donald Trump,Donald Trump,female,white,"$75,000 to $79,999",Other post high school vocational training,NC,34,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"$20,000 to $24,999","Completed some college, but no degree",AR,32,1,0,0,0
Don't recall,Joe Biden,female,black/african american/negro,"$250,000 and above","Completed some graduate, but no degree",IL,19,0,1,0,0
Donald Trump,Donald Trump,female,"other race, nec","$20,000 to $24,999",High school graduate,AK,49,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$150,000 to $174,999",Masters degree,CT,45,0,1,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",KS,61,1,0,0,0
Donald Trump,Donald Trump,female,white,"$75,000 to $79,999",Masters degree,VA,34,1,0,0,0
Was not eligible to vote,Donald Trump,male,white,"$150,000 to $174,999",Masters degree,CO,41,1,0,0,0
Was not eligible to vote,Donald Trump,male,white,"$15,000 to $19,999",High school graduate,NJ,42,1,0,0,0
Gary Johnson,Joe Biden,female,white,"$90,000 to $94,999",Associate Degree,CO,51,0,1,0,0
Was not eligible to vote,Joe Biden,female,chinese,NA,Completed some high school,NJ,19,0,1,0,0
Was not eligible to vote,Someone else,female,white,"$25,000 to $29,999","Completed some college, but no degree",NH,46,0,0,0,1
Hillary Clinton,Joe Biden,female,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",NM,49,0,1,0,0
Jill Stein,Someone else,female,white,"Less than $14,999",Associate Degree,VA,69,0,0,0,1
Hillary Clinton,Joe Biden,female,white,"$80,000 to $84,999",Associate Degree,MN,28,0,1,0,0
Was not eligible to vote,Donald Trump,female,black/african american/negro,"$25,000 to $29,999",Completed some high school,IL,19,1,0,0,0
Donald Trump,I am not sure/don't know,female,white,NA,High school graduate,AL,71,0,0,1,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MI,34,1,0,0,0
Was not eligible to vote,Joe Biden,male,black/african american/negro,"$25,000 to $29,999",High school graduate,NY,18,0,1,0,0
Hillary Clinton,I am not sure/don't know,female,white,"$30,000 to $34,999",Masters degree,TX,53,0,0,1,0
Hillary Clinton,Joe Biden,male,white,"Less than $14,999",High school graduate,NY,40,0,1,0,0
Donald Trump,Donald Trump,female,white,"$15,000 to $19,999",Other post high school vocational training,MN,75,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$55,000 to $59,999",Associate Degree,MI,38,0,1,0,0
Was not eligible to vote,Joe Biden,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",AK,19,0,1,0,0
Hillary Clinton,Joe Biden,female,chinese,"$75,000 to $79,999","Completed some college, but no degree",WA,52,0,1,0,0
Gary Johnson,Joe Biden,female,white,"$75,000 to $79,999",Associate Degree,MI,29,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"Less than $14,999",Completed some high school,NC,35,0,1,0,0
"Did not vote, but was eligible",Donald Trump,male,other asian or pacific islander,"$70,000 to $74,999","Completed some college, but no degree",HI,47,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",IL,48,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",CT,33,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$40,000 to $44,999","Completed some college, but no degree",NC,32,0,1,0,0
Hillary Clinton,I am not sure/don't know,female,black/african american/negro,"$250,000 and above","College Degree (such as B.A., B.S.)",FL,22,0,0,1,0
Was not eligible to vote,Joe Biden,female,black/african american/negro,"$60,000 to $64,999","Completed some college, but no degree",TN,20,0,1,0,0
Hillary Clinton,Joe Biden,female,other asian or pacific islander,"$175,000 to $199,999",Masters degree,MD,48,0,1,0,0
Donald Trump,Donald Trump,male,white,"$175,000 to $199,999",Masters degree,FL,50,1,0,0,0
Hillary Clinton,Joe Biden,female,white,NA,"Completed some graduate, but no degree",TN,71,0,1,0,0
Was not eligible to vote,Joe Biden,female,chinese,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",PA,30,0,1,0,0
Hillary Clinton,I am not sure/don't know,male,black/african american/negro,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",LA,26,0,0,1,0
"Did not vote, but was eligible",Joe Biden,female,white,"$35,000 to $39,999",Associate Degree,AZ,66,0,1,0,0
Was not eligible to vote,Donald Trump,female,white,NA,High school graduate,IL,19,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$15,000 to $19,999",Other post high school vocational training,OH,57,0,1,0,0
Hillary Clinton,Joe Biden,female,chinese,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,49,0,1,0,0
Donald Trump,Donald Trump,female,white,NA,"College Degree (such as B.A., B.S.)",VT,57,1,0,0,0
Donald Trump,Donald Trump,female,white,"$45,000 to $49,999",Other post high school vocational training,MO,72,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"Less than $14,999",High school graduate,NY,27,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999","Completed some college, but no degree",AL,35,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NV,68,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$25,000 to $29,999",Associate Degree,VA,62,0,1,0,0
Hillary Clinton,Joe Biden,female,chinese,"$100,000 to $124,999",Doctorate degree,WA,43,0,1,0,0
Was not eligible to vote,Donald Trump,female,white,NA,High school graduate,IN,80,1,0,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"$30,000 to $34,999",Completed some high school,CO,45,0,0,1,0
Hillary Clinton,Joe Biden,female,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,70,0,1,0,0
Jill Stein,Joe Biden,male,white,"$30,000 to $34,999",Associate Degree,CA,38,0,1,0,0
Donald Trump,Donald Trump,female,white,"$20,000 to $24,999","Completed some college, but no degree",MS,60,1,0,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",CA,65,0,1,0,0
Someone else:,Someone else,male,white,"$65,000 to $69,999",High school graduate,FL,69,0,0,0,1
"Did not vote, but was eligible",I am not sure/don't know,male,white,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",NJ,37,0,0,1,0
"Did not vote, but was eligible",Joe Biden,female,white,"Less than $14,999",High school graduate,MO,38,0,1,0,0
Don't recall,I am not sure/don't know,male,white,"$50,000 to $54,999",High school graduate,WY,39,0,0,1,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$30,000 to $34,999",Other post high school vocational training,MO,60,0,1,0,0
Someone else:,I am not sure/don't know,female,white,"$35,000 to $39,999",Other post high school vocational training,MA,59,0,0,1,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$15,000 to $19,999","Completed some college, but no degree",IL,26,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",FL,52,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$55,000 to $59,999","Completed some graduate, but no degree",MO,65,0,1,0,0
Was not eligible to vote,I am not sure/don't know,female,black/african american/negro,"Less than $14,999",Completed some high school,TX,29,0,0,1,0
Was not eligible to vote,Joe Biden,female,"other race, nec","Less than $14,999","College Degree (such as B.A., B.S.)",TX,21,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$25,000 to $29,999",Associate Degree,TX,53,0,1,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,CA,40,1,0,0,0
Donald Trump,Donald Trump,male,white,"$90,000 to $94,999",Doctorate degree,AR,62,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$20,000 to $24,999",Completed some high school,CA,32,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$20,000 to $24,999","Completed some college, but no degree",FL,37,0,1,0,0
"Did not vote, but was eligible",Donald Trump,male,black/african american/negro,"$50,000 to $54,999",High school graduate,FL,37,1,0,0,0
Gary Johnson,Someone else,male,white,"$35,000 to $39,999","Completed some graduate, but no degree",VA,29,0,0,0,1
Don't recall,Joe Biden,male,black/african american/negro,"Less than $14,999",Completed some high school,NY,28,0,1,0,0
Donald Trump,I am not sure/don't know,male,white,"$200,000 to $249,999","Completed some college, but no degree",NV,52,0,0,1,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"$95,000 to $99,999","Completed some college, but no degree",TX,62,0,0,1,0
Hillary Clinton,Joe Biden,male,other asian or pacific islander,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,44,0,1,0,0
Donald Trump,Donald Trump,male,white,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",NY,78,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",PA,40,0,1,0,0
Donald Trump,Donald Trump,female,white,"$35,000 to $39,999","Completed some college, but no degree",AZ,33,1,0,0,0
Donald Trump,Donald Trump,female,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",IL,72,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,american indian or alaska native,"$15,000 to $19,999",Middle School - Grades 4 - 8,IL,43,0,1,0,0
Donald Trump,Joe Biden,male,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,68,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",IL,29,0,1,0,0
Donald Trump,Donald Trump,female,white,"$15,000 to $19,999",Completed some high school,GA,61,1,0,0,0
Donald Trump,Donald Trump,male,white,"$80,000 to $84,999",High school graduate,MO,59,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$65,000 to $69,999",High school graduate,FL,49,0,1,0,0
Donald Trump,Donald Trump,female,white,"$95,000 to $99,999",Masters degree,NJ,37,1,0,0,0
Donald Trump,Donald Trump,male,white,"$150,000 to $174,999",Associate Degree,WA,63,1,0,0,0
"Did not vote, but was eligible",Donald Trump,male,white,"$200,000 to $249,999","Completed some college, but no degree",CO,42,1,0,0,0
Was not eligible to vote,Joe Biden,female,"other race, nec","$35,000 to $39,999",Completed some high school,CA,18,0,1,0,0
Donald Trump,Donald Trump,female,white,"$55,000 to $59,999","Completed some college, but no degree",TX,46,1,0,0,0
Donald Trump,Joe Biden,male,white,"$70,000 to $74,999",Masters degree,KY,33,0,1,0,0
Donald Trump,Donald Trump,female,white,"$75,000 to $79,999",Associate Degree,FL,74,1,0,0,0
Gary Johnson,Joe Biden,male,white,"$50,000 to $54,999","Completed some college, but no degree",IN,61,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NY,79,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CT,44,0,1,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999",High school graduate,NJ,21,1,0,0,0
"Did not vote, but was eligible",Joe Biden,male,other asian or pacific islander,"$30,000 to $34,999",High school graduate,CA,43,0,1,0,0
Someone else:,Donald Trump,female,white,"$50,000 to $54,999",High school graduate,IA,56,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$20,000 to $24,999",High school graduate,PA,46,0,1,0,0
Donald Trump,Donald Trump,female,white,"$45,000 to $49,999",Completed some high school,AZ,29,1,0,0,0
Donald Trump,Donald Trump,female,white,"$60,000 to $64,999",High school graduate,MI,57,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$15,000 to $19,999",Associate Degree,IA,54,0,1,0,0
Donald Trump,Donald Trump,male,white,"$175,000 to $199,999","Completed some graduate, but no degree",FL,23,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"Less than $14,999",Completed some high school,TN,27,0,1,0,0
Was not eligible to vote,Donald Trump,male,white,"$55,000 to $59,999",Completed some high school,VA,18,1,0,0,0
Jill Stein,Someone else,female,"other race, nec","Less than $14,999","Completed some college, but no degree",NM,30,0,0,0,1
Hillary Clinton,Joe Biden,male,white,"$150,000 to $174,999",Masters degree,MO,50,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$100,000 to $124,999",Doctorate degree,CA,38,0,1,0,0
Was not eligible to vote,Joe Biden,male,black/african american/negro,"Less than $14,999",Completed some high school,IN,22,0,1,0,0
Donald Trump,Joe Biden,male,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",VA,40,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"$15,000 to $19,999","Completed some college, but no degree",MI,66,0,1,0,0
Donald Trump,Joe Biden,male,white,"$45,000 to $49,999",Doctorate degree,FL,57,0,1,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$250,000 and above",Other post high school vocational training,VA,44,0,1,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,68,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$15,000 to $19,999",Completed some high school,MA,32,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$35,000 to $39,999",Completed some high school,OH,30,0,1,0,0
Don't recall,Joe Biden,male,white,"$250,000 and above",Masters degree,CO,29,0,1,0,0
Hillary Clinton,Joe Biden,female,other asian or pacific islander,"$60,000 to $64,999",Masters degree,CA,32,0,1,0,0
Donald Trump,Donald Trump,female,white,"$30,000 to $34,999",Other post high school vocational training,LA,26,1,0,0,0
Hillary Clinton,I am not sure/don't know,female,black/african american/negro,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",AR,54,0,0,1,0
Donald Trump,I am not sure/don't know,female,black/african american/negro,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",NY,29,0,0,1,0
Hillary Clinton,Joe Biden,male,white,"$150,000 to $174,999","Completed some graduate, but no degree",FL,74,0,1,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$25,000 to $29,999",Associate Degree,NC,64,0,1,0,0
Donald Trump,Donald Trump,male,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MD,51,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$35,000 to $39,999",Associate Degree,NY,25,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$50,000 to $54,999","Completed some college, but no degree",MA,75,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",OH,38,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$55,000 to $59,999","Completed some college, but no degree",CA,48,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$125,000 to $149,999",Other post high school vocational training,OR,36,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MO,37,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"Less than $14,999",Other post high school vocational training,MD,68,0,1,0,0
Donald Trump,Donald Trump,female,white,"$25,000 to $29,999",Completed some high school,KY,40,1,0,0,0
"Did not vote, but was eligible",Joe Biden,male,white,"$150,000 to $174,999","Completed some college, but no degree",WA,78,0,1,0,0
Donald Trump,Donald Trump,female,white,"Less than $14,999",High school graduate,NH,47,1,0,0,0
Hillary Clinton,I am not sure/don't know,female,white,"$35,000 to $39,999","Completed some college, but no degree",MA,40,0,0,1,0
Hillary Clinton,Joe Biden,female,"other race, nec","$40,000 to $44,999","College Degree (such as B.A., B.S.)",CA,41,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$55,000 to $59,999",Other post high school vocational training,FL,34,0,1,0,0
